GO_slim	Fold Enrichment	p-value	FDR
0	0.9340657678152522	0.8524028476960451	0.9694910675566865
1	1.004423300035542	0.4843890324242241	0.8863547578799407
2	1.0155716040330947	0.42127600051337666	0.8863547578799407
3	0.9789944151260361	0.6197410196971795	0.8863547578799407
4	1.051267613755209	0.2691118760959049	0.8863547578799407
5	1.097701636079977	0.12616027634151206	0.8863547578799407
6	0.900561657985534	0.8902729273597296	0.9694910675566865
7	0.9274563793090783	0.8070309890210113	0.9694910675566865
8	0.9863721453803672	0.568821487990656	0.8863547578799407
9	0.8820390976277388	0.8826880177690545	0.9694910675566865
10	1.2782817181289936	0.019812444321089365	0.7924977728435746
11	1.3359117505552818	0.008140060352910896	0.6512048282328716
12	1.0025029889758326	0.5103977449292505	0.8863547578799407
13	0.9619981763494587	0.6315277649894577	0.8863547578799407
14	0.9978987848167834	0.5246569182874469	0.8863547578799407
15	0.8917221672365682	0.8079200146311645	0.9694910675566865
16	0.9947020614053628	0.5343511616709642	0.8863547578799407
17	1.0160547239312194	0.47673787079956315	0.8863547578799407
18	1.0250536381368718	0.45568088231056186	0.8863547578799407
19	1.0464963185733014	0.407110305658072	0.8863547578799407
20	1.1353122113025251	0.23539197723561572	0.8863547578799407
21	1.2350340242716924	0.12484812296527693	0.8863547578799407
22	1.1771639194774492	0.19610050166202272	0.8863547578799407
23	1.0637913105127095	0.39416157011762776	0.8863547578799407
24	1.006458352087123	0.5139528220631228	0.8863547578799407
25	1.0265402266824237	0.4759766905907366	0.8863547578799407
26	0.9844616025374043	0.5580600887245601	0.8863547578799407
27	1.0699076810771995	0.40977113871011445	0.8863547578799407
28	1.0724038902775668	0.4057613846914704	0.8863547578799407
29	1.0761699733444	0.3997538813630253	0.8863547578799407
30	1.0207915119274649	0.4960666405709119	0.8863547578799407
31	1.0283638015119496	0.4834555313669161	0.8863547578799407
32	1.0218988227560444	0.4960471587016694	0.8863547578799407
33	1.0245553332110882	0.4917319899206572	0.8863547578799407
34	1.082951416961416	0.4014901668335316	0.8863547578799407
35	0.9456651238956276	0.6196244455599698	0.8863547578799407
36	0.9497663551401869	0.6131749632939054	0.8863547578799407
37	1.0309554847947342	0.48884514491430986	0.8863547578799407
38	0.9906246004215424	0.5502598391563815	0.8863547578799407
39	0.9671556181438111	0.5849779177886005	0.8863547578799407
40	0.907075598443013	0.6695150993187822	0.9078170838220775
41	0.9879748434107833	0.5557450512588338	0.8863547578799407
42	0.974842213334728	0.5741589762216404	0.8863547578799407
43	0.9827822067078635	0.5636195012960152	0.8863547578799407
44	1.0501194581992639	0.47756968776437714	0.8863547578799407
45	1.064001540677027	0.46073810076843064	0.8863547578799407
46	1.1181902309487406	0.3985914923383244	0.8863547578799407
47	1.0329235178004228	0.5028485129820379	0.8863547578799407
48	1.0390340267698759	0.4955710982547494	0.8863547578799407
49	1.1429300261394908	0.39200712766974766	0.8863547578799407
50	1.1717071313977168	0.36526688680521446	0.8863547578799407
51	1.3028815882069706	0.26167501291149126	0.8863547578799407
52	1.3202653813477878	0.2500986550262416	0.8863547578799407
53	1.1770944969779378	0.37320204289887	0.8863547578799407
54	1.0348005372794953	0.5159450803646034	0.8863547578799407
55	1.0507029584531888	0.5002532125648663	0.8863547578799407
56	0.9354305586188768	0.6189443402193672	0.8863547578799407
57	1.0701694488868125	0.49081447687749613	0.8863547578799407
58	0.9291916879077202	0.6242990918364977	0.8863547578799407
59	0.9391159754615513	0.6151575882542211	0.8863547578799407
60	1.0666851225941871	0.504627589438546	0.8863547578799407
61	0.8874920828080272	0.6594314633387515	0.9078170838220775
62	0.9272567293361346	0.6261070283931364	0.8863547578799407
63	0.9421543996774293	0.6138615305471917	0.8863547578799407
64	0.7082713078208838	0.7942436838969131	0.9694910675566865
65	0.7238174886467698	0.7822184050386518	0.9694910675566865
66	0.7400604170726954	0.7696178891392323	0.9694910675566865
67	0.8105315578469857	0.7151022713292907	0.937839044366283
68	0.8206129833153974	0.7073864009407501	0.937839044366283
69	0.5572857099699189	0.8728442473134532	0.9694910675566865
70	0.5680850829823038	0.8659370605767271	0.9694910675566865
71	0.2857917474481892	0.9694910675566865	0.9694910675566865
72	0.31106847704866303	0.9595318633561496	0.9694910675566865
73	0.31217276537730787	0.9590720106297385	0.9694910675566865
74	0.3189665392252749	0.9562010976485771	0.9694910675566865
75	0.3535902300408177	0.9405779696822052	0.9694910675566865
76	0.37151079012537425	0.9319504966289037	0.9694910675566865
77	0.42955592132608444	0.9023171636834452	0.9694910675566865
78	0.4359405265679942	0.8989502154329165	0.9694910675566865
79	0.4709363574394249	0.8802932895338804	0.9694910675566865
